Action	2.9490228332277355	0.7733108251715879
Thriller	2.995878790795109	0.7385937899802837
Horror	2.6717582094924017	0.8804413594746631
Comedy	3.0502192639655465	0.7752266652601095
Sci-Fi	2.882814426785108	0.8795496329722654
Film-Noir	3.444375004076585	0.5578413298623057
Romance	3.186193113207773	0.7238081941841306
Fantasy	3.0691043185920472	0.8596863038230933
Animation	3.150386410804281	0.8959333203956845
Children	2.9273373012317374	0.8937749189491553
Mystery	3.122465580420118	0.6761396066172021
Drama	3.2435478764323324	0.6852028897073973
Western	3.087522167823216	0.6414849080484148
Musical	3.163243597590187	0.8102576715328743
Adventure	3.040260106281794	0.7765551019042485
Crime	3.148076084945376	0.6787437214547406
Documentary	3.4302823998066243	0.6165287465846652
War	3.285709663599764	0.6591717792190017
IMAX	3.292269583543498	0.9186283899895629
